gender;Near_Location;Partner;Promo_friends;Phone;Contract_period;Group_visits;Age;Avg_additional_charges_total;Month_to_end_contract;Lifetime;Avg_class_frequency_total;Avg_class_frequency_current_month;Churn
1;1;0;0;0;6;1;24;16.051.620.266.408.300;6.0;1;28.722.759.350.221.600;2.998.211.161.480.330;0
0;0;0;0;1;6;0;27;37.408.906.569.435.500;5.0;1;1.475.159.283.640.190;0.5718451928595425;1
1;1;1;1;1;12;1;31;9.341.423.352.960.300;10.0;3;0.7611205802072745;0.8013192304047614;0
1;1;1;1;1;12;0;29;59.041.552.313.092.200;12.0;3;24.825.983.855.827.200;24.522.088.953.730.100;0
0;1;0;0;1;1;1;33;32.353.371.547.709.700;1.0;5;29.198.935.160.745.700;2.906.842.289.142.610;0
1;1;1;0;1;12;1;30;7.994.521.114.316.610;12.0;15;14.809.925.111.976.700;14.180.657.000.434.600;0
0;1;0;0;1;12;1;33;5.460.054.529.476.370;11.0;1;0.21318590299020654;0.09901479868270804;0
1;1;1;0;1;6;0;27;18.067.678.835.633.200;5.0;2;0.478517379707509;0.3352798872997794;0
0;1;1;1;1;12;0;34;347.400.806.934.985;12.0;5;2.923.285.204.834.800;28.517.544.814.776.300;0
1;1;0;0;1;6;1;30;12.152.969.134.707.200;6.0;4;31.889.360.036.605.800;3.204.417.700.761.350;0
1;0;1;0;1;6;0;28;10.387.728.375.523.000;6.0;2;17.044.447.835.423.600;16.703.064.291.373.600;0
0;1;1;1;1;12;1;29;2.605.074.585.068.120;12.0;2;23.481.674.580.491.800;23.234.546.736.896.600;0
1;1;1;1;1;12;1;28;10.645.740.341.679.700;12.0;4;3.631.744.078.981.240;37.888.433.954.821.200;0
1;1;1;1;1;12;1;25;20.929.430.435.946.600;12.0;4;14.451.475.193.481.000;15.820.033.869.381.000;0
1;1;0;0;1;1;0;31;211.728.969.646.523;1.0;3;15.852.253.258.650.200;15.399.951.241.261.200;0
0;1;1;1;0;6;0;25;4.573.740.307.258.260;6.0;1;24.875.240.719.999.100;23.095.878.299.948.500;0
0;1;1;1;1;1;0;31;10.580.815.181.542.900;1.0;1;17.779.085.689.264.000;13.318.184.722.194.500;1
1;1;0;0;1;6;1;34;12.135.533.494.024.800;6.0;6;28.504.764.197.310.000;3.036.212.557.515.780;0
0;1;1;1;1;12;1;26;24.534.198.649.233.400;12.0;5;3.342.234.209.792.250;3.302.304.160.294.590;0
1;1;0;0;1;12;0;28;16.884.318.157.011.500;9.0;2;29.824.759.358.524.600;28.584.777.698.249.600;0
0;1;1;1;0;12;1;33;3.630.661.185.294.890;12.0;10;21.747.669.820.786.700;208.371.538.578.488;0
0;1;0;0;0;1;0;25;12.366.191.598.221.900;1.0;5;1.912.127.923.698.310;2.028.011.326.138.170;0
1;0;0;0;1;1;0;27;1.296.907.383.642.000;1.0;1;24.219.288.629.145.700;18.962.307.500.012.300;1
0;1;1;1;1;6;0;29;2.397.453.019.170.000;5.0;6;0.6450785523511959;0.5299716493452348;0
1;1;0;1;1;1;0;31;2.219.995.044.432.530;1.0;4;17.986.043.352.653.200;19.073.774.704.022.200;0
1;0;1;1;1;6;0;35;2.847.735.524.528.680;6.0;10;37.510.050.622.575.500;36.594.138.435.439.400;0
0;0;0;0;1;1;0;25;13.476.675.368.812.600;1.0;1;13.813.696.006.334.100;1.302.034.707.711.140;1
0;0;0;0;1;1;0;25;12.694.365.736.941.600;1.0;1;14.403.424.954.966.400;0.8073168613164665;1
0;0;0;0;1;1;1;29;10.684.640.816.465.600;1.0;2;1.949.131.647.851.540;2.066.672.629.757.320;0
0;1;0;0;1;6;0;33;374.407.447.340.241;4.0;5;54.218.977.080.804.200;54.582.946.563.023.200;0
1;1;0;1;1;1;0;28;8.132.659.285.972.800;1.0;5;2.626.057.464.365.380;2.646.600.086.354.010;0
0;1;1;1;1;12;1;28;14.268.216.428.149.100;12.0;6;1.016.788.513.605.980;0.9284467027790844;0
1;0;1;0;1;12;1;30;6.795.028.384.439.400;11.0;4;2.752.367.570.418.780;27.779.435.496.724.100;0
1;1;0;0;1;6;1;32;11.926.316.211.418.100;6.0;1;12.811.281.544.803.200;15.353.464.132.516.300;0
0;1;1;1;0;12;1;30;36.445.684.641.979.700;11.0;5;35.768.395.467.561.300;3.613.823.188.068.760;0
0;1;0;0;1;1;1;30;14.760.307.940.060.200;1.0;4;20.603.537.248.403.400;19.320.192.438.890.600;0
1;1;0;1;1;6;1;30;11.987.912.014.377.600;6.0;2;10.721.259.534.172.400;11.171.436.187.531.300;0
0;1;0;0;1;6;1;28;14.290.547.871.376.900;6.0;18;0.5551935795543501;0.8964207455027551;0
1;1;1;1;1;12;0;30;6.693.638.444.791.410;7.0;7;0.6673556282216262;0.6626425976773948;0
0;1;1;1;1;12;1;31;13.218.815.741.737.700;12.0;9;3.007.830.165.045.840;31.062.156.205.664.100;0
0;1;0;0;1;6;1;32;2.774.613.229.794.770;6.0;6;1.523.175.501.634.130;16.401.265.833.515.000;0
0;0;1;0;1;1;0;23;32.445.277.540.025.900;1.0;3;3.432.550.435.280.130;33.591.596.374.806.900;0
1;1;1;1;1;12;1;32;26.540.728.973.692.000;12.0;5;1.469.406.130.704.770;15.375.547.013.929.900;0
0;1;1;1;1;1;1;25;3.044.531.774.658.170;1.0;8;2.565.371.054.210.260;25.914.232.356.235.200;0
0;1;0;0;1;1;0;29;1.368.843.512.289.110;1.0;3;10.353.993.212.652.500;0.3283673048066917;1
0;1;1;0;1;1;0;29;5.835.847.889.588.520;1.0;0;0.0;0.0;1
1;1;1;0;1;1;0;29;27.376.351.945.985;1.0;13;2.487.606.777.051.340;26.222.170.126.878.900;0
1;1;1;0;1;12;1;32;2.802.610.651.567.810;11.0;4;18.300.562.333.560.600;17.613.581.184.942.600;0
1;1;1;0;1;12;0;25;4.490.337.204.131.830;12.0;7;0.014709999975178743;0.0379948301323616;0
1;0;0;0;1;1;0;24;2.044.445.266.602.350;1.0;1;0.4962393509387981;0.0;1
0;1;1;1;1;12;0;32;2.294.699.672.855.130;12.0;1;20.249.922.665.925.900;20.601.206.997.511.200;0
1;1;0;0;1;6;0;33;20.979.360.045.511.400;6.0;18;18.210.890.825.230.600;18.549.366.854.021.500;0
1;1;1;1;1;1;1;26;1.569.330.595.507.910;1.0;4;10.199.277.868.244.700;0.9124065584154208;0
1;1;1;0;1;12;0;25;9.204.709.091.794.910;12.0;2;0.264835190348238;0.3628632588014079;0
0;0;1;1;1;6;0;29;21.976.091.800.688.500;6.0;1;185.813.138.731.892;1.953.873.440.084.700;0
0;1;1;1;1;6;1;26;2.035.493.329.578.110;6.0;6;477.789.677.663.503;4.714.157.780.992.900;0
1;1;0;0;1;1;1;32;5.406.180.569.254.530;1.0;0;0.88035005470123;0.0;1
0;1;1;0;1;12;0;29;42.435.305.585.983.700;12.0;8;36.533.273.634.898;3.539.171.260.808.080;0
0;1;1;0;1;12;0;29;14.180.584.523.448.100;12.0;3;3.233.590.545.308.420;3.282.858.742.163.370;0
0;0;0;0;0;1;0;31;27.850.699.454.322.700;1.0;4;16.001.440.563.811.100;15.540.083.211.679.900;0
1;1;0;0;1;1;1;32;24.052.713.036.453.300;1.0;2;2.231.345.010.183.680;2.267.857.736.643.980;0
1;1;0;0;1;1;0;29;15.350.816.808.676.600;1.0;2;26.722.109.841.789.300;25.924.396.937.378.400;0
1;1;1;0;1;1;0;31;20.458.864.446.382.800;1.0;2;1.565.315.070.564.770;15.049.967.152.972.800;0
0;1;0;0;1;1;1;30;4.225.437.246.148.190;1.0;2;1.639.539.273.579.950;17.692.226.648.456.800;0
1;1;0;0;1;12;1;37;2.423.556.849.433.530;11.0;2;15.204.261.296.401.500;14.110.459.508.203.100;0
0;1;1;0;1;12;0;32;4.320.703.548.070.000;11.0;4;0.7845706889463031;0.7584080205112212;0
1;1;0;0;1;1;0;24;9.941.448.252.766.830;1.0;2;13.403.120.982.709.400;0.5707506088427259;1
1;1;0;0;1;6;0;31;350.451.923.272.218;5.0;3;28.235.354.481.665.100;2.796.609.274.968.700;0
1;1;0;0;1;1;1;30;15.022.203.685.612.600;1.0;2;11.886.369.604.758.500;12.196.893.237.399.300;0
0;1;0;0;1;6;1;30;4.164.680.053.446.850;5.0;2;19.366.673.782.395.800;0.5581106102649069;1
1;1;1;1;1;1;0;24;16.706.597.610.290.300;1.0;1;0.7299946371075423;0.6513531910667038;1
1;1;1;0;1;6;0;29;35.773.880.278.242.700;6.0;3;27.871.263.461.710.000;2.809.694.687.875.510;0
1;1;1;1;0;12;1;33;17.211.034.804.210.200;11.0;2;2.018.338.433.076.560;212.049.680.356.916;0
0;1;0;0;1;12;1;35;13.705.158.052.055.800;12.0;1;26.499.247.270.730.200;24.019.705.500.746.400;0
1;1;0;0;0;6;1;37;1.722.209.599.892.660;6.0;3;20.835.602.624.735.800;23.006.035.122.722.300;0
0;0;0;0;1;1;0;33;2.043.207.074.444.130;1.0;1;176.887.581.994.461;11.889.811.146.745.700;1
1;1;0;1;1;12;0;30;34.643.272.524.838.500;12.0;5;0.7493287093903747;0.7563593118118961;0
0;1;0;0;1;1;1;29;9.834.150.224.252.450;1.0;1;28.510.584.599.227.500;28.437.326.779.424.700;0
0;1;1;0;1;1;0;28;1.492.184.533.415.030;1.0;3;16.280.114.619.214;17.495.253.972.780.300;0
0;1;0;0;1;1;1;25;28.129.663.755.530.600;1.0;6;19.005.682.404.881.500;19.772.074.175.601.600;0
1;1;0;0;1;6;1;27;15.259.682.254.537.700;6.0;4;1.028.343.687.143.300;0.968246226106625;0
1;1;1;1;1;1;1;26;50.394.566.055.059.300;1.0;4;1.178.913.654.589.360;10.813.418.390.616.700;0
0;0;0;0;1;1;1;27;31.494.950.898.723.600;1.0;7;20.927.248.885.707.600;21.692.770.112.666.500;0
1;1;0;0;1;1;1;27;1.334.049.762.315.190;1.0;1;27.240.688.133.329.400;2.786.146.312.528.700;0
1;0;0;0;1;1;0;30;2.574.325.776.977.200;1.0;1;21.537.655.417.121.000;15.136.330.852.235.100;1
1;0;1;0;1;12;0;31;5.509.299.271.380.660;9.0;2;34.040.923.278.106.400;34.947.763.027.132.800;0
0;1;0;1;1;6;1;28;11.920.182.414.353.500;6.0;1;17.394.254.353.915.300;16.337.403.177.777.700;0
1;0;1;0;1;12;0;28;5.723.835.630.942.680;12.0;4;2.392.317.473.010.640;24.636.181.043.579.700;0
0;1;1;1;1;12;1;27;9.369.977.464.125.380;12.0;3;10.363.534.152.275.800;0.9516060258683854;0
1;1;0;0;1;1;0;21;12.482.185.421.919.100;1.0;1;16.817.786.874.712.600;11.958.850.538.250.400;1
1;1;0;0;1;6;1;31;6.486.068.682.974.530;6.0;4;16.558.197.786.193.400;16.724.775.622.154.500;0
1;0;0;0;1;1;0;26;5.595.896.229.874.310;1.0;5;16.274.488.384.787.100;17.524.003.690.326.800;0
0;1;0;0;1;1;0;29;20.076.299.239.592.800;1.0;0;1.632.646.555.901.160;19.886.898.484.691.900;1
0;1;0;0;1;1;1;27;11.959.960.378.658.200;1.0;2;11.313.923.669.529.500;11.122.760.273.159.800;0
0;1;0;0;1;12;1;30;46.602.763.980.414.900;10.0;1;35.197.164.705.847.700;35.489.163.042.164.500;0
0;1;0;0;1;1;0;20;58.360.607.217.218.600;1.0;1;2.098.279.527.989.650;2.355.221.406.724.570;1
1;1;1;1;0;6;1;30;10.152.248.116.844.300;3.0;3;17.801.676.311.169.000;15.532.697.607.224;0
1;1;0;0;1;1;0;31;13.206.838.275.326.800;1.0;8;28.407.955.978.874.500;26.832.492.580.862.000;0
0;0;1;0;0;1;0;23;12.120.455.362.055.100;1.0;0;0.6734753705128015;0.6095998486054017;1
0;1;0;0;1;1;1;28;10.687.614.357.369.900;1.0;1;0.5224080775499583;0.0;1
1;0;1;0;0;12;0;31;3.234.359.895.962.680;10.0;1;19.639.220.151.036.400;20.929.510.999.238.200;0
1;1;0;0;1;6;1;34;11.849.406.914.541.700;6.0;5;34.210.987.394.676.900;33.654.698.428.407.500;0
1;1;0;1;0;12;1;31;8.643.677.292.019.570;12.0;2;23.578.731.026.595.500;24.476.355.201.367.400;0
1;1;0;0;1;1;0;30;11.765.141.473.156.800;1.0;7;3.815.563.957.005.080;38.539.707.315.709.600;0
0;0;1;0;1;1;0;27;21.332.877.288.331.700;1.0;1;26.299.383.678.940.000;25.537.110.041.009.800;0
0;1;0;0;1;1;1;28;14.416.861.114.694.600;1.0;1;18.861.275.568.575.700;10.627.131.073.916.800;1
1;1;1;1;0;6;1;28;9.319.541.516.821.370;6.0;1;13.676.934.674.486.800;0.1107117426095272;1
1;0;0;0;1;1;0;28;3.682.672.507.130.640;1.0;1;1.161.804.644.932.480;0.8460935693141598;1
1;1;0;0;1;1;1;28;0.7965952030563983;1.0;5;12.469.497.503.662.300;12.454.049.715.888.300;0
1;1;0;0;1;12;1;31;1.328.585.077.031.730;12.0;3;0.6089382586132706;0.6219081108485115;0
0;1;1;1;1;6;0;33;22.368.510.784.190.600;6.0;4;11.551.559.836.995.300;12.074.647.085.167.400;0
0;1;0;0;1;1;1;26;62.412.955.568.019.000;1.0;2;35.128.152.379.517.000;33.120.151.929.882.100;0
1;1;0;0;1;12;1;32;21.494.509.960.950.200;11.0;5;0.6997485810029433;0.6866204870695771;0
0;1;1;1;1;1;1;30;205.960.549.680.206;1.0;4;10.039.181.181.549.100;10.854.729.716.223.200;0
1;1;1;1;1;1;1;33;143.232.451.790.641;1.0;2;36.110.216.442.325.600;35.781.444.319.821.300;0
1;1;1;1;1;1;1;33;3.692.343.207.761.200;1.0;3;16.748.719.502.736.300;1.593.046.781.558.140;0
0;1;1;1;1;12;1;24;15.126.465.097.780.000;12.0;6;30.076.957.722.279.100;29.681.973.766.757.500;0
0;0;1;0;1;6;0;32;32.720.363.369.324.200;6.0;1;13.576.472.564.486.100;135.183.392.109.694;0
0;1;0;0;1;1;0;29;14.292.619.557.969.300;1.0;6;19.952.549.277.786.900;17.343.396.330.036.300;0
1;0;1;1;1;1;0;30;2.562.840.601.013.120;1.0;4;17.633.585.962.532.700;17.727.544.551.163.700;0
0;1;0;0;1;1;0;25;19.338.991.274.436.900;1.0;0;15.873.152.178.466.100;1.604.880.770.662.730;1
0;1;1;1;1;1;0;29;3.904.936.013.185.940;1.0;5;10.765.830.192.775.100;0.9679597183336288;0
1;0;1;0;1;1;1;33;842.870.120.146.074;1.0;4;0.4085812083443148;0.2716640749581687;0
1;1;0;0;1;1;1;32;44.297.635.544.956.800;1.0;1;18.846.850.020.767.200;19.692.095.350.694.400;0
0;1;0;1;1;1;1;25;26.508.021.146.369.600;1.0;8;16.396.664.983.958.200;15.415.323.926.463.200;0
1;1;1;1;1;12;0;30;2.212.161.905.257.670;12.0;9;0.0;0.046869991453337694;0
0;1;0;0;1;6;1;29;230.591.940.947.735;6.0;9;0.7507788789813128;0.7237109915521286;0
0;1;0;0;1;1;1;33;7.366.193.879.677.190;1.0;2;1.018.481.210.097.510;11.369.360.546.260.600;0
1;0;1;0;1;6;0;25;2.246.000.164.880.550;3.0;2;17.290.020.615.749.900;12.039.871.889.009.100;1
0;0;1;1;1;6;0;29;5.862.395.169.196.730;6.0;2;19.729.861.269.267.200;1.938.463.937.550.110;0
0;1;0;0;1;1;0;30;10.642.966.754.220.900;1.0;3;24.272.552.352.745.200;1.909.613.227.207.770;1
1;1;0;1;1;1;0;32;1.345.485.959.850.930;1.0;1;18.996.615.564.564.300;19.642.966.177.177.900;0
0;1;0;0;1;1;0;33;7.142.134.855.871.770;1.0;8;0.6532717768290248;0.7560807735487152;0
0;1;1;1;1;1;0;22;16.922.259.163.210.700;1.0;1;23.149.668.841.186.000;14.205.762.804.713.200;1
1;1;0;0;1;1;0;26;11.306.750.354.726.600;1.0;12;11.123.148.474.819.200;11.514.940.378.861.700;0
1;0;0;0;1;1;0;20;30.453.564.862.950.000;1.0;1;24.841.113.992.502.800;2.573.158.715.148.880;0
0;1;0;0;1;1;0;30;4.055.941.737.577.620;1.0;26;16.630.335.970.742.400;17.503.012.803.414.800;0
0;1;0;0;1;1;0;28;967.324.967.856.962;1.0;1;2.168.936.074.466.960;22.343.834.775.824.800;0
0;1;1;1;0;12;1;25;2.263.035.456.150.310;12.0;2;2.052.248.208.156.810;2.033.183.112.007.370;0
1;1;0;0;1;1;0;29;2.350.321.455.341.830;1.0;6;0.6184988711869441;0.7145955377138504;0
1;0;1;0;1;1;1;27;12.377.147.845.977.000;1.0;1;0.3722011547988908;0.413586047284734;0
1;1;0;0;1;1;0;29;8.713.120.561.136.440;1.0;0;0.0;0.0;1
0;0;0;1;1;1;0;29;21.735.844.851.457.200;1.0;2;15.974.880.421.825.700;16.140.123.756.160.400;0
0;1;1;1;0;1;0;28;1.802.498.283.970.180;1.0;5;27.229.914.421.909.000;27.164.327.380.348.900;0
1;1;0;0;1;1;1;27;13.989.310.667.228.600;1.0;0;23.221.324.554.094.700;18.384.355.814.978.300;1
0;1;0;0;1;1;0;29;31.118.718.681.096.600;1.0;1;19.914.064.058.362.800;19.840.922.221.990.400;0
1;1;1;1;1;1;0;29;17.894.153.027.261.600;1.0;0;14.307.648.829.785.700;0.3312512763671123;1
1;1;1;0;1;1;0;31;19.202.078.677.838.500;1.0;6;12.854.267.713.450.800;13.388.441.144.466.300;0
1;0;1;0;1;1;1;27;1.559.748.511.285.850;1.0;1;15.487.839.183.328.100;1.622.759.210.728.360;0
1;1;0;0;1;1;0;28;1.671.402.101.114.060;1.0;4;30.466.629.807.015.000;30.248.399.558.863.600;0
1;1;1;1;0;6;0;27;2.740.847.632.435.820;6.0;8;1.895.460.755.614.680;17.220.147.147.728.100;0
0;1;0;0;1;6;1;34;44.793.117.931.280.200;6.0;4;11.789.816.017.168.000;13.244.398.771.371.100;0
1;1;1;0;1;1;1;36;13.139.313.537.431.500;1.0;15;2.269.303.979.553.250;23.556.209.177.259.600;0
0;0;0;0;1;1;0;29;214.657.805.276.616;1.0;1;0.0;0.0;1
1;1;1;1;1;12;0;38;24.258.524.502.451.900;12.0;4;22.884.933.206.508.600;241.539.771.904.735;0
0;1;1;1;1;12;0;32;24.842.492.046.808.900;11.0;0;18.899.130.993.407.100;2.025.784.911.199.330;0
1;1;1;1;1;1;1;34;3.963.994.509.419.090;1.0;1;2.237.812.407.357.330;2.157.834.969.155.660;0
0;1;1;1;1;1;1;34;1.120.859.319.091.720;1.0;5;26.695.489.515.726.100;2.717.661.872.478.000;0
0;1;1;1;1;1;0;26;20.538.531.176.083.900;1.0;2;1.498.636.242.673.120;0.9747190455664247;1
0;1;1;0;1;1;0;29;8.739.621.230.185.780;1.0;0;2.243.814.412.671.010;17.921.199.685.276.600;1
1;1;0;0;1;1;0;34;8.389.979.198.324.990;1.0;2;39.094.205.665.299.300;3.829.655.833.474.550;0
0;0;1;0;1;6;1;31;10.170.673.729.717.200;6.0;2;4.333.893.901.846.310;4.418.045.832.637.000;0
0;1;1;1;1;1;0;23;7.702.751.560.590.590;1.0;0;31.885.021.018.530.500;26.448.402.432.891.100;1
0;1;1;0;1;1;0;21;228.461.171.796.184;1.0;0;12.589.217.759.452.300;0.3140977349641405;1
1;1;0;0;1;1;0;30;21.728.790.627.216.300;1.0;1;3.243.459.112.804.970;3.351.649.629.086.120;0
0;1;0;0;1;1;1;33;6.920.122.993.247.110;1.0;3;0.9470354640926376;0.9800076644609188;0
0;1;1;0;0;6;0;24;11.986.606.702.293.200;6.0;3;18.793.797.227.498.100;18.899.837.384.269.900;0
1;1;0;0;1;1;0;28;10.103.736.842.838.000;1.0;1;2.656.633.669.177.030;28.655.425.579.805.800;0
1;1;1;1;1;6;0;32;1.603.990.954.661.260;6.0;6;30.311.522.664.470.000;29.972.869.152.417.800;0
1;1;0;1;1;12;1;31;20.884.627.668.209.600;12.0;10;2.276.956.145.316.540;21.278.208.529.222.300;0
1;1;0;0;1;1;1;32;21.786.321.780.617.900;1.0;2;15.098.400.769.541.900;16.168.448.145.049.100;0
1;1;1;0;1;6;0;32;3.127.413.785.615.850;4.0;0;0.7691391393416229;0.7805777667454257;0
0;1;0;0;1;1;1;28;11.222.574.598.102.600;1.0;3;23.100.619.181.275.900;2.265.327.799.279.410;0
0;1;0;1;1;1;1;31;1.811.590.905.800.310;1.0;0;207.940.950.608.012;17.644.813.311.075.700;1
1;1;0;0;0;12;0;31;13.711.579.612.674.200;12.0;1;2.377.820.952.346.680;24.376.951.333.382.100;0
0;0;0;0;1;6;1;32;515.392.605.727.715;6.0;4;0.0;0.0;0
0;1;0;0;1;12;1;31;3.556.267.156.345.100;12.0;3;0.4035695190497093;0.3450606199296179;0
0;1;1;1;1;12;0;32;3.151.766.363.848.410;10.0;10;20.108.637.170.020.700;2.182.067.964.786.260;0
1;0;1;0;1;1;0;29;7.452.692.755.035.750;1.0;2;2.444.695.186.103.200;2.415.605.364.838.670;0
1;1;1;1;1;1;0;31;10.032.815.217.438.800;1.0;8;26.195.060.000.813.800;26.689.913.363.883.000;0
0;0;1;0;1;6;1;25;11.709.011.293.631.400;6.0;1;4.445.953.982.980.910;4.447.589.728.960.000;0
0;1;0;0;0;6;0;29;7.089.557.498.009.670;6.0;15;17.104.361.851.449.600;16.893.980.785.780.100;0
0;1;0;0;1;1;1;35;23.034.167.640.380.200;1.0;1;19.779.957.022.128.200;18.767.006.518.336.900;1
1;1;1;0;0;12;1;32;15.708.069.790.310.400;12.0;18;1.426.304.569.509.180;12.677.013.655.319.800;0
1;0;1;0;1;12;1;31;5.428.028.898.494.360;12.0;4;2.911.785.628.189.880;27.833.316.821.433.200;0
1;1;0;0;1;1;0;31;2.079.432.170.074.660;1.0;2;12.865.539.296.203.600;11.204.772.477.453.900;0
0;1;0;0;1;6;1;23;3.869.528.622.292.880;6.0;0;11.146.065.065.654.800;0.5053215559749344;1
0;1;1;1;1;6;0;31;24.195.644.066.121.400;6.0;13;0.15313908966105694;0.22587988417253674;0
0;1;1;0;1;1;0;29;29.007.498.455.432.900;1.0;0;0.3489092964129055;0.0;1
0;1;0;0;1;1;0;33;2.499.111.352.392.770;1.0;2;10.838.587.399.398.200;11.468.189.028.553.200;0
1;1;1;0;1;1;1;29;13.462.334.618.857.200;1.0;3;18.729.521.932.062.100;1.877.287.962.847.480;0
1;1;1;1;1;12;1;37;3.316.593.794.802.280;12.0;2;22.627.428.060.462.000;22.029.696.502.324.800;0
0;1;0;0;1;1;0;23;11.055.511.871.656.300;1.0;1;15.918.305.178.938.300;13.812.790.652.682.600;1
1;1;1;1;1;1;1;37;25.549.672.168.390.300;1.0;2;2.009.047.329.217.580;19.415.131.754.944.900;0
0;1;0;0;0;1;1;25;17.779.633.928.480.600;1.0;10;1.823.102.066.658.520;16.722.512.996.618.000;0
0;1;0;0;0;12;1;28;848.133.157.636.626;9.0;19;2.352.768.790.285.610;2.336.942.237.472.910;0
1;1;0;0;0;1;0;28;5.299.371.787.801.130;1.0;3;33.107.259.514.616.300;33.192.165.652.891.200;0
1;1;1;1;1;6;0;28;2.731.787.383.327.090;6.0;4;2.446.000.612.151.830;24.630.016.702.679.800;0
1;1;0;0;1;6;1;30;20.340.540.016.707.800;6.0;1;23.135.253.886.835.800;23.250.360.148.898.600;0
0;1;1;0;1;12;0;27;2.603.803.118.088.830;12.0;1;14.475.220.818.902.600;16.760.923.273.649.100;0
1;1;0;1;1;1;1;23;1.186.112.483.289.220;1.0;0;0.0;0.0;1
0;1;1;0;1;1;0;32;14.688.954.406.375.900;1.0;3;33.296.561.488.519.300;33.265.660.806.398.600;0
0;1;0;0;1;6;1;32;6.946.089.341.690.280;6.0;4;0.8934094568035096;0.7523537773883522;0
1;0;1;0;0;1;0;36;24.148.672.664.248.000;1.0;1;0.8402223142701335;0.568063056407286;0
1;1;1;1;1;6;0;31;7.548.730.754.249.230;6.0;11;251.454.555.211.078;25.547.178.164.073.200;0
1;1;0;0;1;1;0;29;35.533.730.361.574.500;1.0;6;27.641.812.848.647.600;26.817.386.592.108.300;0
0;1;0;0;1;1;1;31;14.647.100.083.447.700;1.0;5;33.360.334.395.307.600;33.624.393.231.828.700;0
1;1;0;0;1;12;0;32;5.752.396.605.957.150;12.0;2;2.020.413.493.568.210;20.516.001.147.998.400;0
0;1;1;1;1;12;1;28;1.082.271.129.661.970;10.0;6;30.184.305.284.749.200;30.645.509.467.044.200;0
0;1;1;1;1;1;1;32;13.837.891.487.490.600;1.0;7;0.0;0.06178650043045347;0
0;1;1;0;1;12;1;34;16.348.228.517.502.700;12.0;6;32.662.459.950.514.300;32.075.370.754.328.100;0
1;1;0;0;1;1;1;34;9.929.390.382.165.890;1.0;3;2.870.320.259.067.680;29.230.646.475.121.800;0
0;0;0;0;1;1;0;30;11.994.335.712.107.200;1.0;2;0.0;0.0;1
0;1;1;0;0;1;0;27;1.452.766.580.276.160;1.0;0;10.169.897.073.944.000;0.7596884125808576;1
0;0;1;1;1;12;1;25;5.262.374.805.362.920;11.0;1;25.721.863.863.420.600;13.264.878.726.530.600;1
1;1;0;0;1;1;1;28;1.541.628.620.751.250;1.0;1;21.528.670.980.120.900;17.396.069.789.887.000;1
1;1;1;1;1;1;0;27;8.900.123.835.732.900;1.0;10;210.905.667.483.338;21.203.975.587.837.600;0
1;1;0;0;1;1;0;29;20.875.064.645.478.500;1.0;5;0.751450087780051;0.812234965369667;0
1;1;1;0;1;1;0;32;8.039.850.363.747.060;1.0;0;11.831.599.043.899.800;0.08812502284654689;1
1;1;0;0;1;1;1;29;14.802.893.499.613.700;1.0;3;0.390803845609806;0.3838922804590099;0
1;1;1;0;1;1;0;28;31.244.205.478.444.900;1.0;2;23.418.299.439.122.200;18.364.509.859.656.800;1
1;1;1;1;1;12;0;26;10.087.072.694.570.100;11.0;1;17.635.210.044.381.700;0.9722874406227502;1
1;1;0;0;1;1;1;31;1.599.978.718.698.840;1.0;2;10.457.249.523.692.200;1.167.138.282.480.570;0
1;1;0;0;1;12;0;27;23.265.837.638.374.600;6.0;2;0.9360818645750508;0.9939559985887207;0
0;1;1;0;1;6;1;34;3.493.616.285.887.370;6.0;11;2.420.768.488.192.790;22.344.099.488.024.500;0
0;1;1;0;1;12;1;34;29.374.145.805.886.100;11.0;2;33.813.086.519.673.400;32.219.311.138.003.500;0
0;1;1;0;1;1;0;31;5.168.598.807.470.200;1.0;4;3.582.057.212.326.800;3.391.811.402.551.880;0
0;0;0;0;1;6;0;32;3.278.245.910.897.210;4.0;4;22.268.815.105.549.600;22.571.864.471.273.800;0
0;1;1;0;1;1;1;29;16.548.535.492.698.900;1.0;1;0.7054675104189911;0.38710401309171294;1
0;0;0;0;1;12;1;28;10.611.009.671.508.900;10.0;3;2.558.573.365.962.980;2.520.852.499.161.680;0
0;1;0;0;1;1;1;24;8.393.485.751.206.560;1.0;0;0.7695123447429214;0.0;1
0;1;0;0;1;1;0;27;1.284.703.008.087.320;1.0;2;1.308.423.329.677.960;0.6471284060466764;1
1;1;0;0;1;6;0;24;854.482.243.452.192;6.0;1;1.272.569.770.090.730;0.6864815921183905;1
0;1;0;0;1;1;1;25;19.578.447.813.450.500;1.0;3;0.4565235340875121;0.0;1
1;1;1;0;1;12;0;24;22.572.323.283.523.200;12.0;2;2.078.897.501.971.150;20.918.845.221.145.500;0
0;1;0;0;1;1;1;31;2.769.940.565.708.360;1.0;1;12.551.046.849.886.600;187.931.096.874.142;1
1;1;1;1;1;12;1;30;24.142.415.501.846.800;12.0;12;31.985.974.540.585.200;31.616.450.731.702.800;0
1;1;0;0;1;1;0;25;4.395.133.813.231.390;1.0;2;0.9185248380898764;0.3256714518037325;1
1;1;1;0;1;1;1;30;9.470.146.973.990.640;1.0;0;18.837.771.033.369.000;12.041.432.240.819.000;1
0;1;1;0;1;1;0;34;5.979.748.282.151.300;1.0;5;29.706.148.948.085.800;29.491.541.151.582.000;0
